Time_sec,X_2d_X,X_2d_Y,PupilDiameter,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,CameraDirection_X,CameraDirection_Y,CameraDirection_Z,CameraOrigin_X,CameraOrigin_Y,CameraOrigin_Z
1.869087,0.4405533,0.4131919,3.652031,2732.246,-57.32876,62.57393,-0.9632847,0.1449157,0.2260129,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.885726,0.44327,0.4056267,3.652412,2732.247,-57.32616,62.57543,-0.960797,0.1534512,0.2309154,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.901768,0.4412236,0.4038691,3.651909,2732.246,-57.32553,62.57426,-0.9614366,0.155403,0.2269132,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.919006,0.4403427,0.3996221,3.645943,2732.246,-57.32406,62.57372,-0.9611213,0.160106,0.2249712,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.935645,0.4410859,0.4052134,3.658211,2732.246,-57.32601,62.57417,-0.9617538,0.1538403,0.2266333,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.951687,0.4427162,0.4092238,3.665131,2732.247,-57.3274,62.57513,-0.9616492,0.1494098,0.2300164,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.968925,0.4378464,0.4034066,3.663383,2732.246,-57.32537,62.5723,-0.9629208,0.1557732,0.2202687,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.985565,0.4380027,0.3909492,3.645058,2732.246,-57.32107,62.57231,-0.9606538,0.1696348,0.2199277,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.001606,0.4411969,0.4030696,3.655312,2732.246,-57.32526,62.57424,-0.961316,0.1562874,0.2268169,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.018844,0.4406807,0.4043337,3.65831,2732.246,-57.3257,62.57394,-0.9617757,0.1548453,0.2258548,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.035484,0.4417109,0.3958803,3.653549,2732.247,-57.32278,62.57448,-0.9598333,0.1643025,0.2274307,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
